,Unnamed: 0,Text,Source,cleaned_text,Topics,Labels
1210,1210,"gender traitors, lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have.   Not one of them could slog through the pile of shit that is ""das kapital""",Gab,gender traitors  lol if we got rid of harry potter and the handmaids tale what would these fucking idiots have    not one of them could slog through the pile of shit that is  das kapital ,1,Recruitment
1211,1211,"I said homosexuality is NOT natural and have been suspended until I take down my tweets, they will have a long wait,I hardly use twitter.",Gab,i said homosexuality is not natural and have been suspended until i take down my tweets  they will have a long wait i hardly use twitter ,0,Radicalization
1212,1212,"Fucking Right???  Meanwhile, the MSM is stuck on Rumors...FUCKING RUMORS...that the President may have called a shithole a shithole!!!",Gab,fucking right     meanwhile  the msm is stuck on rumors   fucking rumors   that the president may have called a shithole a shithole   ,1,Recruitment
1213,1213,Ha ha ha ha ha ha. They were paid what they were worth. ,Gab,ha ha ha ha ha ha  they were paid what they were worth  ,0,Radicalization
1214,1214,Yooooooo I'd kill that nigger,Gab,yooooooo i d kill that nigger,0,Radicalization
1215,1215,"Women in office is a mistake.  Pelosi, Waters, Clinton, Obama... the proof goes on and on.",Gab,women in office is a mistake   pelosi  waters  clinton  obama    the proof goes on and on ,0,Radicalization
1216,1216,"This is why smart women need a wise man, because they are a wild horse.",Gab,this is why smart women need a wise man  because they are a wild horse ,0,Radicalization
1217,1217,"If You’re Dumb, You’ll Work for the Government http://www.internationalman.com//articles/if-youre-dumb-youll-work-for-the-government",Gab,if you re dumb  you ll work for the government  ,0,Radicalization
1218,1218,Yeah... hiring Arabs for defense force positions is gonna end super well for the Australian gov and people. Stupid diversity... shit doesn't work yet stupid leftists still push that shit down our throats. On a side note: can we get a facepalm emoji for #Gab @a‍ we need it for stupid shit like this.,Gab,yeah    hiring arabs for defense force positions is gonna end super well for the australian gov and people  stupid diversity    shit doesn t work yet stupid leftists still push that shit down our throats  on a side note  can we get a facepalm emoji for  gab   we need it for stupid shit like this ,0,Radicalization
1219,1219,HAHA- Joy Reid steps in shit as she gets busted making libtard triggering anti-gay comments because she doesn't know how to spell 'feud'  https://www.infowars.com/busted-joy-reid-misspelling-suggests-she-did-write-homophobic-blog-posts/,Gab,haha  joy reid steps in shit as she gets busted making libtard triggering anti gay comments because she doesn t know how to spell  feud    ,0,Radicalization
1220,1220,another libtard that expects to see mayhem on the streets as only evidence of failing community/country.,Gab,another libtard that expects to see mayhem on the streets as only evidence of failing community country ,0,Radicalization
1221,1221,Posted by u/Deathstalker1776,Gab,posted by u deathstalker    ,2,Propaganda
1222,1222,six million jews have Never been holocausted in Europe ,Gab,six million jews have never been holocausted in europe ,0,Radicalization
1223,1223,starbucks lady opening grocery location alone ,Gab,starbucks lady opening grocery location alone ,0,Radicalization
1224,1224,Levin can be an ass on his radio show always shitting on his callers. Its hilarious ,Gab,levin can be an ass on his radio show always shitting on his callers  its hilarious ,0,Radicalization
1225,1225,We don’t just have a “Deep State” Threat. Obama perverted the HIGHEST levels of the US Intelligence & Law Enforcement apparatus to use as political weapons. All those who ordered & complied with illegal surveillance need to be charged & tried.,Gab,we don t just have a  deep state  threat  obama perverted the highest levels of the us intelligence   law enforcement apparatus to use as political weapons  all those who ordered   complied with illegal surveillance need to be charged   tried ,0,Radicalization
1226,1226,"The jews will forever want revenge against the German people because the Germans were the first ones that ever made a jew truly work for a living and not be a parasite, but most of all, return the stolen ill gotten gains that jews are so fond of bragging about. This is why jews have been a plague on Europe ever since. They thank Americans by extorting them too.",Gab,the jews will forever want revenge against the german people because the germans were the first ones that ever made a jew truly work for a living and not be a parasite  but most of all  return the stolen ill gotten gains that jews are so fond of bragging about  this is why jews have been a plague on europe ever since  they thank americans by extorting them too ,0,Radicalization
1227,1227,24 MARCH 1933 ...JEWS DECALED WAR ON GERMANY ... ALL BAD GOYIM KNOW THAT,Gab,   march         jews decaled war on germany     all bad goyim know that,0,Radicalization
1228,1228,"Me muting idiot Globalist groupies on Gab, on my own little account, is not the same as giant Twatter muting Trump’s base from almost the entire platform. Let’s just clear that brain fart out now should it come up again.",Gab,me muting idiot globalist groupies on gab  on my own little account  is not the same as giant twatter muting trump s base from almost the entire platform  let s just clear that brain fart out now should it come up again ,0,Radicalization
1229,1229,Lot's of stupid people in Brazil .Socialism has raped your country...,Gab,lot s of stupid people in brazil  socialism has raped your country   ,0,Radicalization
1230,1230,"lol--HOLY SHIT I never thought of that.  Gotta admit, their tactics are fucking genius.  But they have had 1000s of years to polish them.  Like cigarettes--HAS SUGAR IN IT making it very difficult to quit.  Especially chewing tobacco.",Gab,lol  holy shit i never thought of that   gotta admit  their tactics are fucking genius   but they have had     s of years to polish them   like cigarettes  has sugar in it making it very difficult to quit   especially chewing tobacco ,1,Recruitment
1231,1231,Another shit talking Nigger that needs a bullet in his head. 😠😠😠😠,Gab,another shit talking nigger that needs a bullet in his head      ,0,Radicalization
1232,1232,5/ ,Gab,   ,0,Radicalization
1233,1233,"The satanic state of IsraLIE will cease to exist when God wills it,  it might not last til 2022. ",Gab,the satanic state of isralie will cease to exist when god wills it   it might not last til       ,0,Radicalization
1234,1234,You forgot Africa.. ,Gab,you forgot africa   ,0,Radicalization
1235,1235,Unless Trump cucks like he has the past two days and deflates all enthusiasm for his re-election.,Gab,unless trump cucks like he has the past two days and deflates all enthusiasm for his re election ,1,Recruitment
1236,1236,"nigger, 3/4 of NBA players are black ",Gab,nigger      of nba players are black ,0,Radicalization
1237,1237,That's hilarious.  The two fags that replied before me need to wash the sand outta their vaginas,Gab,that s hilarious   the two fags that replied before me need to wash the sand outta their vaginas,2,Propaganda
1238,1238,"The NSA, DOJ, DOD, DOS, CIA, FBI, ATF, IRS, CFPB, CFR, FAA, FISC, DOE, and the EPA have been compromised by Islamists and Marxists and politicized for years against Americans by Clinton and Obama. Clinton and Obama would have been prosecuted for their crimes if these agencies had any integrity left. They all need to be in Gitmo. ",Gab,the nsa  doj  dod  dos  cia  fbi  atf  irs  cfpb  cfr  faa  fisc  doe  and the epa have been compromised by islamists and marxists and politicized for years against americans by clinton and obama  clinton and obama would have been prosecuted for their crimes if these agencies had any integrity left  they all need to be in gitmo  ,2,Propaganda
1239,1239,African and Muslim it doesn't get any dumber than that .....,Gab,african and muslim it doesn t get any dumber than that      ,0,Radicalization
1240,1240,"I Do NOT See where the Brits, as a Whole, are Fighting this Shit!!?? Can't Imagine!",Gab,i do not see where the brits  as a whole  are fighting this shit     can t imagine ,0,Radicalization
1241,1241,Ouch his dick is too big.  https://youtu.be/Q8ZjpSTR-Lg,Gab,ouch his dick is too big    ,1,Recruitment
1242,1242,THIS IS THE PROBLEM. There are over one billion of these whackos and ten percent  (over 100 million by the way) will happily kill you and your family! Get them out of civilized countries. NOW!,Gab,this is the problem  there are over one billion of these whackos and ten percent   over     million by the way  will happily kill you and your family  get them out of civilized countries  now ,0,Radicalization
1243,1243,"Lol, you have a problem with my free speech that I think whites shouldn't racemix with blacks? You're a shit father that you'd disgrace your ancestors and allow your daughter to marry a nigger.  ",Gab,lol  you have a problem with my free speech that i think whites shouldn t racemix with blacks  you re a shit father that you d disgrace your ancestors and allow your daughter to marry a nigger   ,0,Radicalization
1244,1244,"part of secrete globalist brainwashing plot to purify the west of slav slave race, pure mix new master race",Gab,part of secrete globalist brainwashing plot to purify the west of slav slave race  pure mix new master race,0,Radicalization
1245,1245,"MGTOW is the premise that men should demand unconditional surrender from women, not negotiate with them ",Gab,mgtow is the premise that men should demand unconditional surrender from women  not negotiate with them ,0,Radicalization
1246,1246,Face it. America is a shit hole country that doesn't even care enough about its own children to actually make efforts to keep them safe. You can fuck off now.,Gab,face it  america is a shit hole country that doesn t even care enough about its own children to actually make efforts to keep them safe  you can fuck off now ,0,Radicalization
1247,1247,President Trump should seriously consider this 'machine gunning families trying to illegaly cross the border' thing.  We could use some of that on this side of the pond. #FuckEm,Gab,president trump should seriously consider this  machine gunning families trying to illegaly cross the border  thing   we could use some of that on this side of the pond   fuckem,0,Radicalization
1248,1248,We don't need these raping and killing worthless black Niggers in America. Get the fuck out Niggers. Take a knee and go back to Africa you niggers.,Gab,we don t need these raping and killing worthless black niggers in america  get the fuck out niggers  take a knee and go back to africa you niggers ,0,Radicalization
1249,1249,"Or maybe it's all a spin, designed to endear folk to a brown invader? ",Gab,or maybe it s all a spin  designed to endear folk to a brown invader  ,2,Propaganda
1250,1250,Yeah RIP The child killing cunt Jones is a fucking bastard who needs to be slapped around he is sooooo fucking ignorant  he is that fucking obsessed with being anti-white he memoralises a terrorist child killer yet says 0 about the massacre of white Farmers in SA and Zimbabwe.FUCKING TREACHEROUS POOFY FUCKING CUNT,Gab,yeah rip the child killing cunt jones is a fucking bastard who needs to be slapped around he is sooooo fucking ignorant  he is that fucking obsessed with being anti white he memoralises a terrorist child killer yet says   about the massacre of white farmers in sa and zimbabwe fucking treacherous poofy fucking cunt,0,Radicalization
1251,1251,"Damn, looks like you ran into a real live asshole! Methinks your assessment is correct.",Gab,damn  looks like you ran into a real live asshole  methinks your assessment is correct ,1,Recruitment
1252,1252,"I am dectecting the putrid stench of socialist gloablist BS here! http://www.dailymail.co.uk/news/article-5876873/Dame-Vera-Lynn-demands-removed-75th-anniversary-D-Day-concert-website.html   I wonder if the litarded planners of this SICK, DISRESPECTFUL ""event"" would also hold a concert at AUSCHWITZ to QUOTE 'stimulat[ing] people to stand up again for peace and freedom'. ?? My Dad was little more than a boy when fought in Normandy. This beach was sacred to him, & he last visited in 2000 6 months before me died of cancer. Socialists are SICK retards!",Gab,i am dectecting the putrid stench of socialist gloablist bs here      i wonder if the litarded planners of this sick  disrespectful  event  would also hold a concert at auschwitz to quote  stimulat ing  people to stand up again for peace and freedom      my dad was little more than a boy when fought in normandy  this beach was sacred to him    he last visited in        months before me died of cancer  socialists are sick retards ,0,Radicalization
1253,1253,Report ALL #illegalaliens to #ICE! ,Gab,report all  illegalaliens to  ice  ,2,Propaganda
1254,1254,The charges are coming.  Philandering FBI agents and their whore girl friends are going to get the full 20.,Gab,the charges are coming   philandering fbi agents and their whore girl friends are going to get the full    ,1,Recruitment
1255,1255,do you know how STUPID THAT IS? ,Gab,do you know how stupid that is  ,0,Radicalization
1256,1256,'Asylum Seeker' is the latest progressive 'upgrade' to the original term of Illegal Alien.,Gab, asylum seeker  is the latest progressive  upgrade  to the original term of illegal alien ,0,Radicalization
1257,1257,"Black people are so marginalized that Rosanne loses her show because she tweeted something that can remotely, sort of be interpreted as racist. Kind of. If you squint. And lie.  If racism is prejudice + power, white people can't be racist.",Gab,black people are so marginalized that rosanne loses her show because she tweeted something that can remotely  sort of be interpreted as racist  kind of  if you squint  and lie   if racism is prejudice   power  white people can t be racist ,0,Radicalization
1258,1258,NEVER VOTE FOR ANYONE that is governed by Islam,Gab,never vote for anyone that is governed by islam,0,Radicalization
1259,1259,"The libtard, Snowflake,fag, soyboy,with the stupid hat forgot ""pussy""",Gab,the libtard  snowflake fag  soyboy with the stupid hat forgot  pussy ,0,Radicalization
1260,1260,"When Israel is destroyed, the entire world will celebrate. 90% of the wars will pretty much just end. No one needs, wants, or likes jews anymore. They suck shit and are nothing but problems.",Gab,when israel is destroyed  the entire world will celebrate      of the wars will pretty much just end  no one needs  wants  or likes jews anymore  they suck shit and are nothing but problems ,0,Radicalization
1261,1261,Fuck you into HELL Deep State!  5G anyone?  All these Zombie shows..is that prep to??   ,Gab,fuck you into hell deep state    g anyone   all these zombie shows  is that prep to     ,2,Propaganda
1262,1262,White bitches thinking they are some Arabic princesses or someshit.,Gab,white bitches thinking they are some arabic princesses or someshit ,1,Recruitment
1263,1263,"Once again, truly ""moderate"" Muslims (Sufi) are slaughtered by mainline Muzzies.  It is IMPOSSIBLE for a peaceful/reformist form of Muzztardia to form because the tiny population of such are killed off all the time, all over the place.  Reformation in muzztardia is impossible.",Gab,once again  truly  moderate  muslims  sufi  are slaughtered by mainline muzzies   it is impossible for a peaceful reformist form of muzztardia to form because the tiny population of such are killed off all the time  all over the place   reformation in muzztardia is impossible ,1,Recruitment
1264,1264,kanye and jay z i think have flirted with republicanism for quite some time. they're rich enough that they're more concerned with the government taking their gibs from the kike entertainment complex than with getting gibs from the government.,Gab,kanye and jay z i think have flirted with republicanism for quite some time  they re rich enough that they re more concerned with the government taking their gibs from the kike entertainment complex than with getting gibs from the government ,0,Radicalization
1265,1265,Illegals and Refugees are worth more then gold to Israel ask any Kike They are behind the total onslaught against white nations worldwide,Gab,illegals and refugees are worth more then gold to israel ask any kike they are behind the total onslaught against white nations worldwide,0,Radicalization
1266,1266,for the sixth time islamonazi ,Gab,for the sixth time islamonazi ,2,Propaganda
1267,1267,Queers don't have a case for Biblical or Church sanctioned sexual immorality.,Gab,queers don t have a case for biblical or church sanctioned sexual immorality ,0,Radicalization
1268,1268,You know the genocidal shrink is a perfidious jew you dissembling kike.,Gab,you know the genocidal shrink is a perfidious jew you dissembling kike ,2,Propaganda
1269,1269,South A ,Gab,south a ,0,Radicalization
1270,1270,anyone who wants communism or socialism is evil and immoral,Gab,anyone who wants communism or socialism is evil and immoral,0,Radicalization
1271,1271,Ya' might be a libtard if........... ,Gab,ya  might be a libtard if            ,1,Recruitment
1272,1272,"Cruz has got his Neo Con issues, but come on, This Beto self hating white leftard clown, who would watch the US burn tomorrow for a Senate job & some shekels is getting 40% in the polls in TX? How many illegals on the voting rolls down there now? And the leftist white dipshits that have destroyed CA & NY living their now I wonder? Enough to have horse mouth win?",Gab,cruz has got his neo con issues  but come on  this beto self hating white leftard clown  who would watch the us burn tomorrow for a senate job   some shekels is getting     in the polls in tx  how many illegals on the voting rolls down there now  and the leftist white dipshits that have destroyed ca   ny living their now i wonder  enough to have horse mouth win ,0,Radicalization
1273,1273,"Obviously this is a libtard account that is lampooning Nat Socs. I get the feeling this is one of those ""scalp taking"" account reporting accounts. Everything on this is dripping with sarcasm. And that post? That's a reference to the Gab loli issue! Then it contemptuously hashes WHITE CULTURE",Gab,obviously this is a libtard account that is lampooning nat socs  i get the feeling this is one of those  scalp taking  account reporting accounts  everything on this is dripping with sarcasm  and that post  that s a reference to the gab loli issue  then it contemptuously hashes white culture,0,Radicalization
1274,1274,"She is, but I've still seen people claim to be Hispanic and are pretty dam dark. Its a pity all the mixing that's happened. Last I checked Galicians in the north west of Spain are Celts and when I visited Catalonia their were lots of white people.",Gab,she is  but i ve still seen people claim to be hispanic and are pretty dam dark  its a pity all the mixing that s happened  last i checked galicians in the north west of spain are celts and when i visited catalonia their were lots of white people ,0,Radicalization
1275,1275,"Did you read this, you evil commission of the EUSSR? Yes, they read it, but decided to act other way round. They ought to be hung.",Gab,did you read this  you evil commission of the eussr  yes  they read it  but decided to act other way round  they ought to be hung ,0,Radicalization
1276,1276,"Take your Dad’s dick out of your mouth, no one can understand you...",Gab,take your dad s dick out of your mouth  no one can understand you   ,0,Radicalization
1277,1277,I caught my dog eating her own shit.  Reminded me of every liberal I've ever met.,Gab,i caught my dog eating her own shit   reminded me of every liberal i ve ever met ,0,Radicalization
1278,1278,And we don't give two fucks what you pretend to think in attempt to silence us.,Gab,and we don t give two fucks what you pretend to think in attempt to silence us ,0,Radicalization
1279,1279,"The jews that live next door, fucking kids and telling us what to think, might have something to do with it.",Gab,the jews that live next door  fucking kids and telling us what to think  might have something to do with it ,0,Radicalization
1280,1280,"There were no extermination or death camps, there were labour camps. Jews died for the same reasons German citizens died: typhoid, and starvation from relentless allied bombing. You’ve see photos of emaciated bodies and immediately assume, like a good fuckimg sheep, that those we Jews killed by Hitler. All claims of ovens and gas chambers have been debunked. This is simple shit, dumm",Gab,there were no extermination or death camps  there were labour camps  jews died for the same reasons german citizens died  typhoid  and starvation from relentless allied bombing  you ve see photos of emaciated bodies and immediately assume  like a good fuckimg sheep  that those we jews killed by hitler  all claims of ovens and gas chambers have been debunked  this is simple shit  dumm,0,Radicalization
1281,1281,"So Libturds 💩are 'concerned' about the constitutionality of using military funds to build The Wall, but could give two shits about the 2nd Amendment. #GunControl #2A #MarchForOurLives #BuildTheWall #MAGA",Gab,so libturds  are  concerned  about the constitutionality of using military funds to build the wall  but could give two shits about the  nd amendment   guncontrol   a  marchforourlives  buildthewall  maga,1,Recruitment
1282,1282,"You do understand the term hypocrite? Because your entire ""argument"" was a litany of worn out insults. Up your game, because that shit is weak as fuck.",Gab,you do understand the term hypocrite  because your entire  argument  was a litany of worn out insults  up your game  because that shit is weak as fuck ,0,Radicalization
1283,1283,Absolutely! And...he should be nailed to the wall!,Gab,absolutely  and   he should be nailed to the wall ,0,Radicalization
1284,1284,"Muslims made West believe that vast majority of them are peaceful & only a minority like ISIS is radical. That is a vicious LIE. Behind our back Muslims keep coming to the West in masses, breed like rats, with goal to become the voting majority then via Sharia Law they would ""legally"" kill us or make us slaves in our own countries",Gab,muslims made west believe that vast majority of them are peaceful   only a minority like isis is radical  that is a vicious lie  behind our back muslims keep coming to the west in masses  breed like rats  with goal to become the voting majority then via sharia law they would  legally  kill us or make us slaves in our own countries,0,Radicalization
1285,1285,"Not surprisingly, Obama announced that his ""library"" will have no books. Libtards just make shit up for their deranged followers. No need for books. Voodoo works fine.",Gab,not surprisingly  obama announced that his  library  will have no books  libtards just make shit up for their deranged followers  no need for books  voodoo works fine ,1,Recruitment
1286,1286,Women should not be in the military... Other than that this picture did nothing wrong.,Gab,women should not be in the military    other than that this picture did nothing wrong ,0,Radicalization
1287,1287,We need to support this teacher for telling the truth when she knows she will be attacked by #Libtard #SJWs  https://www.facebook.com/kellygraley/posts/10156224702772958,Gab,we need to support this teacher for telling the truth when she knows she will be attacked by  libtard  sjws   ,0,Radicalization
1288,1288,"Yep, they are Labour's Brownshirts.  Intolerant, violent and vile.",Gab,yep  they are labour s brownshirts   intolerant  violent and vile ,0,Radicalization
1289,1289,"Enough is enough president Trump! Because the Governor's in our state, California, refuse to protect our borders you need to arrest them, freeze their assets, throw them in jail and throw away the key, end of discussion! PLEASE PLEASE PLEASE!!! @realDonaldTrump",Gab,enough is enough president trump  because the governor s in our state  california  refuse to protect our borders you need to arrest them  freeze their assets  throw them in jail and throw away the key  end of discussion  please please please     ,1,Recruitment
1290,1290,All Ive seen is you crying like a little bitch here for days. If its so horrible STFU and get on a safespace platform you fucking little bitch,Gab,all ive seen is you crying like a little bitch here for days  if its so horrible stfu and get on a safespace platform you fucking little bitch,0,Radicalization
1291,1291,That Boer woman is gorgeous. I promise to keep this story alive until the Boer get justice. Fuck these commies of the EFF. Laws in a civil society are to be race blind. The fact that these fools want to confiscate land based on race is absolutely immoral and ungodly.,Gab,that boer woman is gorgeous  i promise to keep this story alive until the boer get justice  fuck these commies of the eff  laws in a civil society are to be race blind  the fact that these fools want to confiscate land based on race is absolutely immoral and ungodly ,0,Radicalization
1292,1292,You DO NOT have a vagina nor are you a woman. What you DO have is a mental illness that needs treatment.,Gab,you do not have a vagina nor are you a woman  what you do have is a mental illness that needs treatment ,1,Recruitment
1293,1293,"Hey retard, thats not how tagging works, kill yourself you dumbfuck baby boomer nigger.",Gab,hey retard  thats not how tagging works  kill yourself you dumbfuck baby boomer nigger ,0,Radicalization
1294,1294,Ban the Muslims NOW. DONT WASTE A MINUTE. BAN ANYONE WHO HATES AMERICA.,Gab,ban the muslims now  dont waste a minute  ban anyone who hates america ,0,Radicalization
1295,1295,And for something completely different... 'The only time diversity ever helped an organization was when #nasa hired actual #nazis',Gab,and for something completely different     the only time diversity ever helped an organization was when  nasa hired actual  nazis ,0,Radicalization
1296,1296,The highest prelate of the Synagogue in Israel confirms that it is true. Imagine a non-Jewish prelate who dares to say the reverse? Who would dare to say that Jews were created to serve non-Jews?,Gab,the highest prelate of the synagogue in israel confirms that it is true  imagine a non jewish prelate who dares to say the reverse  who would dare to say that jews were created to serve non jews ,0,Radicalization
1297,1297,"i hear that comment a lot; its very widespread. However i do not know why he chose to execute Barbarossa, or why he wanted to invade Moscow. Surely he didnt know it was suicide? YES THE BOLSHEVIK EVIL ROT was CENTERED there but honestly it LIVES EVERYWHERE. in EVERY EVIL corner of the world. Perhaps he just wanted to be done with his doublecross of Stalin? IDK...",Gab,i hear that comment a lot  its very widespread  however i do not know why he chose to execute barbarossa  or why he wanted to invade moscow  surely he didnt know it was suicide  yes the bolshevik evil rot was centered there but honestly it lives everywhere  in every evil corner of the world  perhaps he just wanted to be done with his doublecross of stalin  idk   ,0,Radicalization
1298,1298,Isn’t past the time to start killing all leftist?,Gab,isn t past the time to start killing all leftist ,0,Radicalization
1299,1299,"Berating brown-skinned non-Christian people for doing evil things is ""problematic', you see.",Gab,berating brown skinned non christian people for doing evil things is  problematic   you see ,0,Radicalization
1300,1300,"Again, why doesn’t Mr. Klion get the whole thing started by killing himself. I could at least respect his sense of conviction then. Otherwise, he’s just another little srlf-loathing, fuck stick prog with a boner for brown people.",Gab,again  why doesn t mr  klion get the whole thing started by killing himself  i could at least respect his sense of conviction then  otherwise  he s just another little srlf loathing  fuck stick prog with a boner for brown people ,0,Radicalization
1301,1301,"Look at her back side...big ass, concave back of her knees.     Just kidding, it's her front side, that's her gunt and her knees just have fat rolls.     Which way, western woman?",Gab,look at her back side   big ass  concave back of her knees      just kidding  it s her front side  that s her gunt and her knees just have fat rolls      which way  western woman ,0,Radicalization
1302,1302,John McCain famously sang 'Bomb Iran' to the tune of Barbara Ann. I associate him with a different song... https://www.youtube.com/watch?v=pPz2baLE-48 #McCain #JohnMcCain #BlackSabbath #Metal #MetalMonday #VocalCover,Gab,john mccain famously sang  bomb iran  to the tune of barbara ann  i associate him with a different song       mccain  johnmccain  blacksabbath  metal  metalmonday  vocalcover,0,Radicalization
1303,1303,"it can see my comment here @BitchnNggaAss coming from some useless pile of diarrhea that lives in a socialist shithole, where it's legal to shit in the streets and shoot up dope on those shit covered streets. your opinion is invalid. ya everything about you and where you live is pure SHIT",Gab,it can see my comment here   coming from some useless pile of diarrhea that lives in a socialist shithole  where it s legal to shit in the streets and shoot up dope on those shit covered streets  your opinion is invalid  ya everything about you and where you live is pure shit,1,Recruitment
1304,1304,.You have proof of that you fucking dickhead faggot from Rome! ,Gab, you have proof of that you fucking dickhead faggot from rome  ,1,Recruitment
1305,1305,"7: The Anime Traditionalist, also 'tradwives' are usually trannies or secret mudsharks",Gab,   the anime traditionalist  also  tradwives  are usually trannies or secret mudsharks,1,Recruitment
1306,1306,BREAKING! TECH COMPANIES MEET IN SECRET TO STEAL 2018 ELECTION    Left desperate to win midterms   https://www.infowars.com/breaking-tech-companies-m...,Gab,breaking  tech companies meet in secret to steal      election    left desperate to win midterms    ,1,Recruitment
1307,1307,Holocaust as a political tool. Didn't see that coming.  Jew-nited States of America holocaust museum revokes suu kyi's human rights award ,Gab,holocaust as a political tool  didn t see that coming   jew nited states of america holocaust museum revokes suu kyi s human rights award ,0,Radicalization
1308,1308,I don't fucking need pity were mostly all the same,Gab,i don t fucking need pity were mostly all the same,0,Radicalization
1309,1309,‘George Soros wants to remove Slovakia’s anti-immigration government.’ ,Gab, george soros wants to remove slovakia s anti immigration government   ,0,Radicalization
1310,1310,"Keep going the way you are going, and you will be the one being fucked royally by the mussies you are enabling...unless you are really one of them of course.",Gab,keep going the way you are going  and you will be the one being fucked royally by the mussies you are enabling   unless you are really one of them of course ,0,Radicalization
1311,1311,She didn't even make it to the middle east. I'm surprised she made it that far. Great example of the liberal mindset. They live in a fantasy world. Then they want everyone else to accept this fantasy world. ,Gab,she didn t even make it to the middle east  i m surprised she made it that far  great example of the liberal mindset  they live in a fantasy world  then they want everyone else to accept this fantasy world  ,0,Radicalization
1312,1312,"Yes, libREtards are very eager to kill, to see bloodshed.  That's the reason ""all"" murderers voted for demonRats, a party where they learn to hate, to murder. PRAY GOD BLESS AMERICAN PATRIOTS STAY TOGETHER, PROTECT AMERICA and BE SAFE!!",Gab,yes  libretards are very eager to kill  to see bloodshed   that s the reason  all  murderers voted for demonrats  a party where they learn to hate  to murder  pray god bless american patriots stay together  protect america and be safe  ,0,Radicalization
1313,1313,Leftists are openly plotting to interfere with law enforcement agents and harass them and their families wherever they go. ,Gab,leftists are openly plotting to interfere with law enforcement agents and harass them and their families wherever they go  ,1,Recruitment
1314,1314,More like how much Cuck can a Woodchuck Cuck.,Gab,more like how much cuck can a woodchuck cuck ,0,Radicalization
1315,1315,Oh fuck off. You have entire towns and villages where 1000s of little girls are turned into prostitutes and you can't do shit about it. The Muslims own you. Go complain on Facebook why don't you? Oh you can't can you.,Gab,oh fuck off  you have entire towns and villages where     s of little girls are turned into prostitutes and you can t do shit about it  the muslims own you  go complain on facebook why don t you  oh you can t can you ,0,Radicalization
1316,1316,"Yep! Bono is a retard, the rest of U2 are retards, the Pope covers up systemic pedophilia inside the Catholic Church, and the EU are corrupt dictators, flooding Europe with dangerous infidelophobic Muslim refugees!! https://www.bitchute.com/video/kQIgciyHIG4/",Gab,yep  bono is a retard  the rest of u  are retards  the pope covers up systemic pedophilia inside the catholic church  and the eu are corrupt dictators  flooding europe with dangerous infidelophobic muslim refugees    ,1,Recruitment
1317,1317,"islam doesn't seek to assimilate into ANY culture, it seeks to assimilate cultures into it, you're naive to believe any differently with 1400 years of evidence. https://www.jihadwatch.org/2018/03/germany-muslim-migrants-terrorize-small-town-fair-sexually-harassing-women-and-fighting-locals",Gab,islam doesn t seek to assimilate into any culture  it seeks to assimilate cultures into it  you re naive to believe any differently with      years of evidence   ,0,Radicalization
1318,1318,"“Judaism is Marxism, communism” Harry Waton, A Program for the Jews and an Answer to All Anti-Semites (New York: Committee for the Preservation of the Jews, 1939), p. 64 “The communist soul is the soul of Judaism.” Harry Waton, A Program for the Jews and an Answer to All Anti-Semites (New York: Committee for the Preservation of the Jews, 1939), p. 143",Gab, judaism is marxism  communism  harry waton  a program for the jews and an answer to all anti semites  new york  committee for the preservation of the jews         p      the communist soul is the soul of judaism   harry waton  a program for the jews and an answer to all anti semites  new york  committee for the preservation of the jews         p     ,1,Recruitment
1319,1319,"So this is #France's team which is supposedly made up of #European #Frenchmen.. This looks more like an #African team to me.  Look what #Multiculturalism has done.. #Demographic replacement is NOT okay, it's morally wrong. These are not #French people.  They are good players however, and I bet many of the African teams would love to have them. #Fifa #WorldCup",Gab,so this is  france s team which is supposedly made up of  european  frenchmen   this looks more like an  african team to me   look what  multiculturalism has done    demographic replacement is not okay  it s morally wrong  these are not  french people   they are good players however  and i bet many of the african teams would love to have them   fifa  worldcup,0,Radicalization
1320,1320,Virtue signalling trumps facts you silly sausage ;-),Gab,virtue signalling trumps facts you silly sausage    ,1,Recruitment
1321,1321,"Its the ""holy"" days for murdering isalmists... around the world rape, murder, beheadings, and all sorts of unspeakable violence are taking place ",Gab,its the  holy  days for murdering isalmists    around the world rape  murder  beheadings  and all sorts of unspeakable violence are taking place ,1,Recruitment
1322,1322,Matthey Hickley must be a woman. No man could be so illogical.,Gab,matthey hickley must be a woman  no man could be so illogical ,0,Radicalization
1323,1323,"Washington and Jefferson didn't import slaves, didn't go to Africa to buy slaves, and didn't bring slaves to America.",Gab,washington and jefferson didn t import slaves  didn t go to africa to buy slaves  and didn t bring slaves to america ,0,Radicalization
1324,1324,"It was definitely a waste of your time in searching it out and posting it. ""Breaking News: Let's Continue to be Pussies""   JFC",Gab,it was definitely a waste of your time in searching it out and posting it   breaking news  let s continue to be pussies    jfc,0,Radicalization
1325,1325,ONLY SOLUTION to the JEW ,Gab,only solution to the jew ,1,Recruitment
1326,1326,"If we lose the ""clash of civilisations"" I will happily aid and abet the mudslime chucking faggots off rooftops 😎👌",Gab,if we lose the  clash of civilisations  i will happily aid and abet the mudslime chucking faggots off rooftops   ,1,Recruitment
1327,1327,In 50 years either humanity will exist or Israel will exist.  Not both.,Gab,in    years either humanity will exist or israel will exist   not both ,0,Radicalization
